pn	官	108000000
po	灾	39500000
pp	之	1580000000
pq	宛	14000000
pr	宾	54200000
ps	宁	90900000
pt	客	921000000
pu	实	151000000
pv	安	541000000
pw	空	488000000
px	它	686000000
py	社	496000000
qa	氏	186000000
qb	凶	24700000
qc	色	819000000
qd	然	97100000
qe	角	212000000
qf	针	49200000
qg	钱	333000000
qh	外	707000000
qi	乐	200000000
qj	旬	29200000
qk	名	1690000000
ql	甸	15300000
qm	负	83300000
qn	包	279000000
qo	炙	4470000
qp	锭	3870000
qq	多	1730000000
qr	铁	137000000
qs	钉	13800000
qt	儿	242000000
qu	匀	9170000
qv	争	86000000
qw	欠	86400000
qx	镄	628000
qy	久	108000000
ra	找	838000000
rb	报	378000000
rc	反	194000000
rd	拓	58700000
re	扔	35800000
rf	持	112000000
rg	后	909000000
rh	年	3780000000
ri	朱	90000000
rj	提	222000000
rk	扣	72300000
rl	押	19200000
rm	抽	66100000
rn	所	1250000000
ro	搂	14400000
rp	近	508000000
rq	换	192000000
rr	折	129000000
rs	打	440000000
rt	手	450000000
ru	拉	318000000
rv	扫	30300000
rw	失	69600000
rx	批	146000000
ry	扩	16000000
sa	械	5000000
sb	李	315000000
sc	权	549000000
sd	枯	9940000
se	极	215000000
sf	村	208000000
sg	本	2490000000
sh	相	740000000
si	档	117000000
sj	查	281000000
sk	可	1360000000
sl	楞	9670000
sm	机	509000000
sn	杨	286000000
so	杰	79300000
sp	棕	9960000
sq	构	11900000
sr	析	14800000
ss	林	589000000
st	格	367000000
su	样	137000000
sv	要	1520000000
sw	检	46400000
sx	楷	3100000
sy	术	49300000
ta	长	867000000
tb	季	54000000
tc	么	93400000
td	知	218000000
te	秀	208000000
tf	行	531000000
tg	生	798000000
th	处	438000000
ti	秒	669000000
tj	得	856000000
tk	各	1430000000
tl	务	263000000
tm	向	684000000
tn	秘	52400000
to	秋	119000000
tp	管	238000000
tq	称	260000000
tr	物	489000000
ts	条	607000000
tt	笔	97400000
tu	科	513000000
tv	委	199000000
tw	答	99200000
tx	第	1710000000
ty	入	753000000
ua	并	744000000
ub	闻	82000000
uc	冯	30300000
ud	关	93600000
ue	前	1440000000
uf	半	203000000
ug	闰	1530000
uh	站	2410000000
ui	冰	132000000
uj	间	378000000
uk	部	966000000
ul	曾	230000000
um	商	677000000
un	决	61300000
uo	普	177000000
up	帝	43100000
uq	交	348000000
ur	瓣	16000000
us	亲	74700000
ut	产	128000000
uu	立	229000000
uv	妆	37200000
uw	闪	99200000
ux	北	308000000
uy	六	610000000
va	毁	27700000
vb	好	1780000000
vc	妈	111000000
vd	姑	15200000
ve	奶	64100000
vf	寻	97500000
vg	姨	7660000
vh	叟	3610000
vi	录	47000000
vj	旭	29900000
vk	如	638000000
vl	舅	3290000
vm	妯	1840000
vn	刀	132000000
vo	灵	90400000
vp	巡	19500000
vq	婚	65000000
vr	姝	3030000
vs	杂	89300000
vt	九	324000000
vu	嫌	59300000
vv	妇	69700000
vw	臾	911000
vx	姆	60800000
vy	妨	1700000
wa	代	303000000
wb	他	828000000
wc	公	248000000
wd	估	24800000
we	仍	204000000
wf	会	1300000000
wg	全	1320000000
wh	个	1460000000
wi	偿	8430000
wj	介	50400000
wk	保	166000000
wl	佃	2190000
wm	仙	115000000
wn	亿	367000000
wo	伙	13900000
wp	侬	5030000
wq	你	1490000000
wr	伯	51400000
ws	休	47500000
wt	作	379000000
wu	们	304000000
wv	分	1310000000
ww	从	683000000
wx	化	678000000
wy	信	372000000
xa	红	348000000
xb	弛	3460000
xc	经	423000000
xd	顷	7280000
xe	级	774000000
xf	结	96100000
xg	线	533000000
xh	引	217000000
xi	纱	22700000
xj	旨	36000000
xk	强	358000000
xl	细	215000000
xm	纲	7140000
xn	纪	57900000
xo	继	94700000
xp	综	41200000
xq	约	180000000
xr	绵	5370000
xs	缥	3150000
xt	张	608000000
xu	弱	63200000
xv	绿	140000000
xw	给	1230000000
xx	比	938000000
xy	纺	20300000
ya	度	521000000
yb	离	693000000
yc	充	82000000
yd	庆	61900000
ye	衣	149000000
yf	计	92200000
yg	主	955000000
yh	让	694000000
yi	就	1720000000
yj	刘	390000000
yk	训	20600000
yl	为	2930000000
ym	高	906000000
yn	记	222000000
yo	变	360000000
yp	这	1090000000
yq	义	88300000
yr	诉	18500000
ys	订	62300000
yt	放	653000000
yu	说	759000000
yv	良	72100000
yw	认	63500000
yx	率	325000000
yy	方	759000000
aaa	工	551000000
aad	匞	23400
aad	式	429000000
aad	葚	287000
aaf	苷	2640000
aah	芽	29600000
aak	戒	34500000
aan	苣	1990000
aar	戔	533000
aat	荛	143000
aau	芅	38200
abe	荫	12000000
abf	芓	201000
abf	茸	5980000
abh	卭	25800
abh	邛	1510000
abi	蒸	25400000
abj	节	461000000
abm	茁	960000
abn	芤	195000
abr	菰	1250000
abu	萨	69100000
abv	匜	145000
aca	茎	6590000
acb	芭	27700000
ack	苔	6140000
ada	莽	2840000
adb	苊	116000
adc	茇	136000
add	弎	218000
ade	戎	7990000
adf	苦	119000000
adg	葳	2140000
adh	荐	30600000
adi	藉	23500000
adj	菲	59500000
adk	若	243000000
adl	苈	288000
adm	项	494000000
adn	茂	46800000
adu	芖	125000
adu	蕨	4100000
adw	其	1150000000
adw	斟	4610000
adx	茏	322000
aeb	艿	843000
aee	藐	3160000
aeg	苴	761000
aej	苚	230000
aes	菜	122000000
aet	散	96000000
aeu	藤	46800000
aev	荽	1090000
aey	芨	890000
afa	鞯	561000
afb	邯	2850000
afc	芰	914000
afc	靶	4530000
afd	弍	148000
afd	甘	44200000
aff	芏	262000
aff	葑	803000
aff	鞲	224000
afi	蒜	13500000
afj	芉	80500
afj	革	27300000
afl	勒	56600000
afm	贰	3950000
afn	苇	7530000
afp	鞍	8180000
afq	芫	1270000
afq	鞠	5610000
afr	靳	3150000
afs	某	313000000
aft	著	177000000
aft	蓍	773000
aft	鞒	268000
afu	蔷	10700000
afw	鞭	18700000
aga	荆	12600000
agd	匡	6460000
agd	弌	721000
age	莆	2150000
agf	芋	10500000
agh	廿	11100000
agi	苤	1520000
agj	蕙	11400000
agk	蔌	168000
agm	芾	1550000
agn	七	406000000
agn	匚	3550000
agn	匸	298000
ago	莱	118000000
agq	葬	11800000
ags	茉	2870000
agt	廾	237000
agu	苹	3020000
agv	萋	1300000
agx	荑	924000
aha	蘧	92800
ahf	芷	6200000
ahf	苜	343000
ahi	菽	937000
ahk	苫	1850000
ahk	赜	345000
ahn	臣	22000000
aht	牙	69700000
ahx	茈	336000
aia	茳	258000
aib	范	54000000
aie	菹	206000
aig	薄	88300000
aih	菠	1770000
aii	东	291000000
aik	藻	9470000
ain	荡	29700000
aiq	鸫	249000
air	蒎	127000
ais	菏	1330000
ait	落	162000000
aiu	汞	3800000
aiy	茫	3140000
ajb	蕞	1260000
ajd	莫	96500000
aje	萌	18200000
ajf	昔	106000000
ajh	划	178000000
ajj	草	127000000
ajl	蔓	6170000
ajq	葛	23900000
ajt	蓝	281000000
aju	茧	5390000
ajv	郾	704000
akb	葺	943000
akd	叵	868000
akd	戓	120000
akg	或	1250000000
akh	匮	855000
akk	颧	1350000
akm	莴	68500
alb	艻	29700
ald	茵	11800000
alf	苗	35200000
alj	莗	26400
alk	匣	22200000
alk	茴	722000
all	荔	4870000
aln	功	85800000
alp	莲	39500000
alq	萝	5940000
alt	菌	34700000
alv	匦	578000
alw	苏	131000000
amb	芁	21700
amc	芟	488000
amd	英	213000000
amf	苒	919000
amf	苖	86300
amg	茼	1230000
amh	匝	2530000
amh	萜	670000
amk	苘	198000
amq	苋	432000
amu	貢	3800000
amu	貣	31900
amu	贡	8460000
amw	芮	4410000
amw	黄	248000000
amy	巩	9440000
ana	苠	102000
anb	艺	70800000
anb	芑	218000
and	巨	71900000
anf	蔚	21300000
anh	蔬	7610000
ani	忒	3880000
ank	薜	943000
anm	贳	119000
ann	蕊	7750000
anu	芯	37600000
anv	世	171000000
anw	蓼	2210000
any	苡	1310000
aou	炗	24300
aou	苂	84400
aov	蒌	407000
apd	菪	1130000
apg	蒙	77600000
api	荥	385000
apj	萤	8520000
apk	营	95000000
apl	劳	60000000
apn	茕	292000
apo	荧	2650000
apq	莺	4490000
apr	荦	500000
aps	荣	53800000
apu	芝	45100000
apw	蓉	17300000
apx	萦	1880000
aqa	芪	633000
aqb	苑	86200000
aqf	菳	45500
aqg	葡	6030000
aqi	区	1730000000
aqj	荀	2400000
aqk	敬	98600000
aqk	茗	12200000
aqk	菟	1550000
aqm	殴	9840000
aqn	苞	3050000
aqo	菊	30900000
aqq	欧	176000000
aqr	萄	1320000
aqt	获	150000000
aqu	艾	91200000
aqu	芕	34000
aqv	兂	277000
aqv	匹	34100000
aqv	旡	138000
aqw	芡	1060000
aqy	芍	3200000
aqy	茑	283000
arc	葩	1190000
ard	菝	177000
arf	苩	78600
ari	茱	3950000
arj	芹	5500000
ark	匠	10800000
art	萆	192000
asf	茜	18100000
asg	苯	18500000
ash	葙	967000
asj	艼	59600
asj	蕈	1380000
ask	苛	4020000
asr	菥	280000
asw	菘	1040000
ata	苌	766000
atd	医	63300000
ate	莠	1230000
atf	芊	3450000
atg	董	74100000
ath	蓰	75400
atj	莉	42700000
atl	蓖	1840000
atm	薇	49200000
ato	蕃	16700000
atq	藜	2160000
atr	莪	2080000
atv	萎	4350000
atx	莓	6030000
aty	攻	49300000
aub	蒴	136000
auf	苙	73000
auf	菛	163000
auj	莘	7660000
auk	菩	1590000
aum	蔽	4610000
aup	蒂	44700000
auq	蒋	30200000
aus	薪	63500000
aut	蒺	116000
auv	蒹	403000
auw	蔺	2400000
avb	艽	264000
avb	芀	27100
avd	菇	7720000
avd	薅	273000
ave	茛	116000
avf	荨	3280000
avi	萧	53300000
avk	苕	774000
avk	茹	8660000
avn	切	96100000
avw	萸	1050000
avy	芄	312000
awb	苍	15100000
awc	蓊	488000
awd	茯	702000
awf	蔡	67000000
awg	葵	19200000
awh	莜	768000
awj	芥	4690000
awk	葆	4970000
awn	巷	44900000
awn	恭	8220000
aws	茶	154000000
awt	荼	3470000
awu	共	382000000
awv	芬	33300000
aww	巫	12900000
awx	花	598000000
awy	蕉	4840000
axa	荭	410000
axb	芎	1930000
axf	荮	53700
axg	莼	1460000
axj	蕴	9310000
axq	药	267000000
axt	芗	803000
axx	芘	1430000
aya	蔗	1750000
ayb	芳	55400000
ayc	茺	280000
ayh	苄	1510000
ayj	蔼	1500000
ayk	蓑	1770000
aym	蒿	3300000
ayn	芒	11600000
ayp	葶	912000
ays	蘑	1340000
ays	蘼	2090000
ayt	蔟	321000
ayu	芠	288000
ayv	莨	1300000
ayw	萃	9590000
ayx	蓄	20900000
bai	陈	403000000
bat	聀	41100
bbb	子	501000000
bbc	陬	861000
bbg	孖	2040000
bbg	聑	65500
bbh	耶	62200000
bbn	阤	34400
bca	陉	552000
bcc	聂	8410000
bct	聚	113000000
bcv	娶	29800000
bcy	取	423000000
bda	隋	9530000
bde	随	420000000
bdi	承	58300000
bdj	陌	3650000
bdx	陇	11400000
beg	阴	50400000
bfd	孺	1200000
bfh	陡	9460000
bfi	际	78800000
bfj	阱	942000
bfm	陆	55100000
bfq	阮	8530000
bfw	陵	32800000
bgd	卫	99100000
bgd	孒	1870000
bgh	耳	109000000
bgk	隔	63900000
bgm	陋	3280000
bgq	阢	52700
bgu	陕	25400000
bhc	陂	1480000
bhg	耻	19200000
bhg	阯	452000
bhi	陟	1220000
bhk	屮	3750000
bib	函	30200000
big	丞	9510000
bii	氶	1060000
bij	隙	7880000
bip	逊	38000000
biy	孙	82600000
biy	阥	19100
bjf	陧	98200
bjg	阳	102000000
bjh	刵	26600
bjm	隅	8060000
bjx	隰	712000
bkc	亟	10200000
bkf	叾	296000
bkh	聩	210000
bkm	陨	1420000
bkw	职	93200000
blf	孟	30400000
blh	阵	53900000
blh	陣	21900000
bll	勐	1120000
bln	阞	35900
bmf	祟	4310000
bmg	聘	272000000
bmk	出	1860000000
bmo	粜	214000
bmy	孭	58700
bnh	了	1690000000
bnh	凵	3640000
bnh	卩	259000
bnh	阝	336000
bnn	孔	63300000
bnn	巜	124000
bnn	耴	52800
bnn		0
bnu	孞	50200
bny	恥	9040000
boy	耿	6740000
boy	阦	21800
bpf	院	446000000
bpk	辽	58100000
bpq	耽	3330000
bps	聍	161000
bpv	迆	73900
bpx	陀	9890000
bqn	孢	5600000
bqr	陶	74600000
bqt	聊	84900000
bqv	陷	21600000
brc	孤	56200000
brg	隍	371000
brq	隗	780000
brt	陴	187000
bsh	耵	165000
bsk	阿	319000000
bta	降	232000000
btd	聒	413000
btf	阡	4330000
btg	隆	59400000
bth	阼	243000
bty	孜	4190000
bud	联	265000000
bue	隧	3670000
buj	障	15000000
buk	陪	138000000
buw	隘	1710000
bve	限	317000000
bwf	附	99900000
bwg	险	40600000
bwj	阶	20300000
bwt	除	184000000
bwy	队	161000000
bxx	陛	2510000
byi	卪	60800
byi	孓	1060000
byn	防	195000000
byn	陔	1010000
cad	颈	20300000
caj	弁	10800000
caj	馵	50500
cal	劲	62800000
cap	迳	1560000
caq	驱	78500000
cat	戏	46800000
cay	巯	212000
cbc	骤	8130000
cbd	预	117000000
cbg	駬	30600
cbh	邓	34600000
cbj	予	44900000
cbn	馳	3220000
cbn	驰	25200000
cbq	豫	34000000
cbt	矛	8570000
cbt	蟊	160000
cbt	鹜	791000
ccc	又	729000000
ccd	骖	404000
ccf	驿	7250000
cck	骀	171000
ccw	骏	16400000
ccy	厸	311000
ccy	双	288000000
ccy	馭	814000
ccy	騳	32500
ccy	驭	3460000
cdd	叁	9080000
cde	参	60400000
cdl	畚	412000
cds	骑	87600000
cdy	馱	892000
cdy	驮	4350000
ceg	驵	72200
cej	甬	6570000
cel	勇	83400000
cen	恿	298000
cep	通	521000000
cex	能	1820000000
cff	圣	104000000
cfh	馯	29100
cfn	怼	717000
cfy	对	1200000000
cgm	骊	5420000
ciu	厼	714000
cjg	馹	116000
cjg	驲	41000
cjs	骒	67800
ckb	邰	1730000
ckf	台	486000000
ckh	馴	1350000
ckh	驯	3430000
ckn	怠	4720000
cko	炱	174000
ckp	迨	919000
ckq	驶	13700000
clg	駟	400000
clg	驷	978000
cln	劝	23600000
clx	骡	6320000
cmg	駎	21000
cmg	骋	3230000
cmj	岊	467000
cmq	观	94800000
cmu	貟	29400
cmu	贠	126000
cnb	骣	47400
cnh	巴	123000000
cnn	马	236000000
cny	厶	3690000
cny		0
cpi	遤	37700
cpx	驼	3220000
cqb	允	16900000
cqk	驹	4640000
cqq	驳	5280000
cqv	驺	198000
cqw	欢	41300000
cqy	鸡	84000000
crh	牟	9780000
crh	馸	18400
csf	骠	1140000
ctd	矣	26900000
ctk	骆	4150000
ctl	骢	355000
cty	駇	28300
cua	骈	585000
cuh	騂	38500
cuh	骍	49600
cux	骥	5120000
cve	艰	7620000
cwf	驸	214000
cwg	验	53400000
cwt	逡	313000
cwx	骅	1980000
cwy	难	256000000
cwy	骓	336000
cyg	驻	93800000
cyi	叉	17700000
cyj	蚤	2300000
cyk	骧	891000
cyn	驴	39000000
cyy	馼	119000
daf	左	186000000
dag	矼	103000
dah	砑	765000
dai	礴	2600000
daj	厝	3820000
dam	磺	5150000
dan	碟	73100000
dap	礞	118000
daq	奁	574000
dat	硗	298000
dav	砌	16800000
daw	礤	147000
day	硭	224000
dbd	顾	41900000
dbf	耷	776000
dbg	矷	57200
dbm	础	1930000
dbv	厄	9070000
dcb	夿	106000
dcc	磉	86200
dcd	碜	333000
dcg	码	274000000
dcu	厷	666000
dcu	厺	108000
dcu	友	850000000
dcu	犮	599000
dcw	雄	84700000
dcy	碼	38600000
ddd	磊	21600000
ddg	砳	39600
ddg	碱	36200000
ddh	厦	13500000
ddi	厌	8670000
ddl	厣	419000
ddm	硕	71400000
ddn	厉	15700000
ddr	魇	877000
ddu	套	411000000
ddw	餍	301000
ddy	夶	70100
deb	郁	19800000
dee	硼	3170000
def	有	2310000000
deg	胡	103000000
deh	砽	91900
deh	髭	3550000
del	鬟	957000
dem	髯	1890000
dep	鬃	1920000
deq	鹕	294000
det	髟	228000
deu	長	159000000
deu	鬈	813000
dew	髹	336000
dfa	奔	50500000
dfc	磕	6180000
dfd	圧	4590000
dfe	辰	26100000
dff	圶	23200
dff	夳	53700
dff	硅	20300000
dfh	矸	616000
dfi	奈	24100000
dfj	夲	1140000
dfk	厈	28800
dfn	夸	11800000
dfn	瓠	1080000
dft	奢	3300000
dfu	夺	81100000
dfy	压	272000000
dga	研	103000000
dgb	砘	158000
dgg	三	2230000000
dgh	古	266000000
dgj	硬	123000000
dgk	咸	33800000
dgl	礓	88400
dgm	碛	504000
dgn	戌	7930000
dgt	丆	82800
dgt	厂	178000000
dgt		0
dgu	砰	7610000
dgv	威	114000000
dgx	碡	106000
dha	戛	714000
dhb	存	175000000
dhc	破	127000000
dhd	慧	69800000
dhf	在	2700000000
dhg	砋	28600
dhi	戚	8860000
dhk	丰	92400000
dhq	艳	64200000
dht	夏	339000000
dhv	契	23600000
dib	耔	927000
dic	耙	2310000
did	耨	642000
die	硝	4580000
dif	耕	11400000
dii	耒	4640000
dij	耦	1280000
din	耜	311000
dio	耧	257000
dit	砂	38300000
diu	夵	44700
diu	泵	24200000
diw	耠	79400
diy	砅	137000
diy	耱	216000
djb	厚	98900000
djd	翡	1880000
djd	非	485000000
djf	百	660000000
djg	碍	11700000
djh	矵	27200
djh	砷	2350000
